ISO,Year,Arice
FRO,2018,0.0
FRO,2019,0.0
FSM,2000,0.0
FSM,2001,0.0
FSM,2002,0.0
FSM,2003,0.0
FSM,2004,0.0
FSM,2005,0.0
FSM,2006,0.0
FSM,2007,0.0
FSM,2008,0.0
FSM,2009,0.0
FSM,2010,0.0
FSM,2011,0.0
FSM,2012,0.0
FSM,2013,0.0
FSM,2014,0.0
FSM,2015,0.0
FSM,2016,0.0
FSM,2017,0.0
FSM,2018,0.0
FSM,2019,0.0
GAB,2000,0.0
GAB,2001,0.0
GAB,2002,0.0
GAB,2003,0.0
GAB,2004,0.0
GAB,2005,0.0
GAB,2006,0.0
GAB,2007,0.0
GAB,2008,0.0
GAB,2009,0.0
GAB,2010,0.0
GAB,2011,0.0
GAB,2012,0.0
GAB,2013,0.0
GAB,2014,0.0
GAB,2015,0.0
GAB,2016,0.0
GAB,2017,0.0
GAB,2018,0.0
GAB,2019,0.0
GBR,2000,0.0
GBR,2001,0.0
GBR,2002,0.0
GBR,2003,0.0
GBR,2004,0.0
GBR,2005,0.0
GBR,2006,0.0
GBR,2007,0.0
GBR,2008,0.0
GBR,2009,0.0
GBR,2010,0.0
GBR,2011,0.0
GBR,2012,0.0
GBR,2013,0.0
GBR,2014,0.0
GBR,2015,0.0
GBR,2016,0.0
GBR,2017,0.0
GBR,2018,0.0
GBR,2019,0.0
GEO,2000,0.0
GEO,2001,0.0
GEO,2002,0.0
GEO,2003,0.0
GEO,2004,0.0
GEO,2005,0.0
GEO,2006,0.0
GEO,2007,0.0
GEO,2008,0.0
GEO,2009,0.0
GEO,2010,0.0
GEO,2011,0.0
GEO,2012,0.0
GEO,2013,0.0
GEO,2014,0.0
GEO,2015,0.0
GEO,2016,0.0
GEO,2017,0.0
GEO,2018,0.0
GEO,2019,0.0
GHA,2000,5.238
GHA,2001,5.238
GHA,2002,5.238
GHA,2003,5.238
GHA,2004,5.238
GHA,2005,5.238
GHA,2006,5.238
GHA,2007,5.238
GHA,2008,5.238
GHA,2009,5.238
GHA,2010,20.0
GHA,2011,20.0
GHA,2012,20.0
GHA,2013,20.0
GHA,2014,20.0
GHA,2015,20.0
GHA,2016,20.0
GHA,2017,20.0
GHA,2018,20.0
GHA,2019,20.0
GIB,2000,0.0
GIB,2001,0.0
GIB,2002,0.0
GIB,2003,0.0
GIB,2004,0.0
GIB,2005,0.0
GIB,2006,0.0
GIB,2007,0.0
GIB,2008,0.0
GIB,2009,0.0
GIB,2010,0.0
GIB,2011,0.0
GIB,2012,0.0
GIB,2013,0.0
GIB,2014,0.0
GIB,2015,0.0
GIB,2016,0.0
GIB,2017,0.0
GIB,2018,0.0
GIB,2019,0.0
GIN,2000,13.73
GIN,2001,13.73
GIN,2002,13.73
GIN,2003,13.73
GIN,2004,13.73
GIN,2005,13.73
GIN,2006,13.73
GIN,2007,13.73
GIN,2008,13.73
GIN,2009,13.73
GIN,2010,13.73
GIN,2011,13.73
GIN,2012,13.73
GIN,2013,13.73
GIN,2014,13.73
GIN,2015,13.73
GIN,2016,13.73
GIN,2017,13.73
GIN,2018,13.73
GIN,2019,13.73
GMB,2000,0.0
GMB,2001,0.0
GMB,2002,0.0
GMB,2003,0.0
GMB,2004,0.0
GMB,2005,0.0
GMB,2006,0.0
GMB,2007,0.0
GMB,2008,0.0
GMB,2009,0.0
GMB,2010,0.0
GMB,2011,0.0
GMB,2012,0.0
GMB,2013,0.0
GMB,2014,0.0
GMB,2015,0.0
GMB,2016,0.0
GMB,2017,0.0
GMB,2018,0.0
GMB,2019,0.0
GNB,2000,0.0
GNB,2001,0.0
GNB,2002,0.0
GNB,2003,0.0
GNB,2004,0.0
GNB,2005,0.0
GNB,2006,0.0
GNB,2007,0.0
GNB,2008,0.0
GNB,2009,0.0
GNB,2010,0.0
GNB,2011,0.0
GNB,2012,0.0
GNB,2013,0.0
GNB,2014,0.0
GNB,2015,0.0
GNB,2016,0.0
GNB,2017,0.0
GNB,2018,0.0
GNB,2019,0.0
GNQ,2000,0.0
GNQ,2001,0.0
GNQ,2002,0.0
GNQ,2003,0.0
GNQ,2004,0.0
GNQ,2005,0.0
GNQ,2006,0.0
GNQ,2007,0.0
GNQ,2008,0.0
GNQ,2009,0.0
GNQ,2010,0.0
GNQ,2011,0.0
GNQ,2012,0.0
GNQ,2013,0.0
GNQ,2014,0.0
GNQ,2015,0.0
GNQ,2016,0.0
GNQ,2017,0.0
GNQ,2018,0.0
GNQ,2019,0.0
GRC,2000,21.7
GRC,2001,21.7
GRC,2002,21.7
GRC,2003,21.7
GRC,2004,21.7
GRC,2005,21.7
GRC,2006,21.7
GRC,2007,21.7
GRC,2008,21.7
GRC,2009,21.7
GRC,2010,21.7
GRC,2011,21.7
GRC,2012,21.7
GRC,2013,21.7
GRC,2014,21.7
GRC,2015,21.7
GRC,2016,21.7
GRC,2017,21.7
GRC,2018,21.7
GRC,2019,21.7
GRD,2000,0.0
GRD,2001,0.0
GRD,2002,0.0
GRD,2003,0.0
GRD,2004,0.0
GRD,2005,0.0
GRD,2006,0.0
GRD,2007,0.0
GRD,2008,0.0
GRD,2009,0.0
GRD,2010,0.0
GRD,2011,0.0
GRD,2012,0.0
GRD,2013,0.0
GRD,2014,0.0
GRD,2015,0.0
GRD,2016,0.0
GRD,2017,0.0
GRD,2018,0.0
GRD,2019,0.0
GRL,2000,0.0
GRL,2001,0.0
GRL,2002,0.0
GRL,2003,0.0
GRL,2004,0.0
GRL,2005,0.0
GRL,2006,0.0
GRL,2007,0.0
GRL,2008,0.0
GRL,2009,0.0
GRL,2010,0.0
GRL,2011,0.0
GRL,2012,0.0
GRL,2013,0.0
GRL,2014,0.0
GRL,2015,0.0
GRL,2016,0.0
GRL,2017,0.0
GRL,2018,0.0
GRL,2019,0.0
GTM,2000,0.249
GTM,2001,0.249
GTM,2002,0.249
GTM,2003,0.249
GTM,2004,0.249
GTM,2005,0.249
GTM,2006,0.249
GTM,2007,0.249
GTM,2008,0.249
GTM,2009,0.249
GTM,2010,0.249
GTM,2011,0.249
GTM,2012,0.249
GTM,2013,0.249
GTM,2014,0.249
GTM,2015,0.249
GTM,2016,0.249
GTM,2017,0.249
GTM,2018,0.249
GTM,2019,0.249
GUM,2000,0.0
GUM,2001,0.0
GUM,2002,0.0
GUM,2003,0.0
GUM,2004,0.0
GUM,2005,0.0
GUM,2006,0.0
GUM,2007,0.0
GUM,2008,0.0
GUM,2009,0.0
GUM,2010,0.0
GUM,2011,0.0
GUM,2012,0.0
GUM,2013,0.0
GUM,2014,0.0
GUM,2015,0.0
GUM,2016,0.0
GUM,2017,0.0
GUM,2018,0.0
GUM,2019,0.0
GUY,2000,131.4
GUY,2001,131.4
GUY,2002,131.4
GUY,2003,131.4
GUY,2004,131.4
GUY,2005,131.4
GUY,2006,131.4
GUY,2007,131.4
GUY,2008,131.4
GUY,2009,131.4
GUY,2010,131.4
GUY,2011,131.4
GUY,2012,131.4
GUY,2013,131.4
GUY,2014,131.4
GUY,2015,131.4
GUY,2016,131.4
GUY,2017,131.4
GUY,2018,131.4
GUY,2019,131.4
HKG,2000,0.0
HKG,2001,0.0
HKG,2002,0.0
HKG,2003,0.0
HKG,2004,0.0
HKG,2005,0.0
HKG,2006,0.0
HKG,2007,0.0
HKG,2008,0.0
HKG,2009,0.0
HKG,2010,0.0
HKG,2011,0.0
HKG,2012,0.0
HKG,2013,0.0
HKG,2014,0.0
HKG,2015,0.0
HKG,2016,0.0
HKG,2017,0.0
HKG,2018,0.0
HKG,2019,0.0
HND,2000,3.0
HND,2001,3.0
HND,2002,3.0
HND,2003,3.0
HND,2004,3.0
HND,2005,3.0
HND,2006,3.0
HND,2007,3.0
HND,2008,3.0
HND,2009,3.0
HND,2010,3.0
HND,2011,3.0
HND,2012,3.0
HND,2013,3.0
HND,2014,3.0
HND,2015,3.0
HND,2016,3.0
HND,2017,3.0
HND,2018,3.0
HND,2019,3.0
HRV,2000,0.0
HRV,2001,0.0
HRV,2002,0.0
HRV,2003,0.0
HRV,2004,0.0
HRV,2005,0.0
HRV,2006,0.0
HRV,2007,0.0
HRV,2008,0.0
HRV,2009,0.0
HRV,2010,0.0
HRV,2011,0.0
HRV,2012,0.0
HRV,2013,0.0
HRV,2014,0.0
HRV,2015,0.0
HRV,2016,0.0
HRV,2017,0.0
HRV,2018,0.0
HRV,2019,0.0
HTI,2000,57.5
HTI,2001,57.5
HTI,2002,57.5
HTI,2003,57.5
HTI,2004,57.5
HTI,2005,57.5
HTI,2006,57.5
HTI,2007,57.5
HTI,2008,57.5
HTI,2009,57.5
HTI,2010,57.5
HTI,2011,57.5
HTI,2012,57.5
HTI,2013,57.5
HTI,2014,57.5
HTI,2015,57.5
HTI,2016,57.5
HTI,2017,57.5
HTI,2018,57.5
HTI,2019,57.5
HUN,2000,0.0
HUN,2001,0.0
HUN,2002,0.0
HUN,2003,0.0
HUN,2004,0.0
HUN,2005,0.0
HUN,2006,0.0
HUN,2007,0.0
HUN,2008,0.0
HUN,2009,0.0
HUN,2010,0.0
HUN,2011,0.0
HUN,2012,0.0
HUN,2013,0.0
HUN,2014,0.0
HUN,2015,0.0
HUN,2016,0.0
HUN,2017,0.0
HUN,2018,0.0
HUN,2019,0.0
IDN,2000,10734.0
IDN,2001,10734.0
IDN,2002,10734.0
IDN,2003,10734.0
IDN,2004,10734.0
IDN,2005,10734.0
IDN,2006,10734.0
IDN,2007,10734.0
IDN,2008,10734.0
IDN,2009,10734.0
IDN,2010,10734.0
IDN,2011,10734.0
IDN,2012,10734.0
IDN,2013,10734.0
IDN,2014,10734.0
IDN,2015,10734.0
IDN,2016,10734.0
IDN,2017,10734.0
IDN,2018,10734.0
IDN,2019,10734.0
IMN,2000,0.0
IMN,2001,0.0
IMN,2002,0.0
IMN,2003,0.0
IMN,2004,0.0
IMN,2005,0.0
IMN,2006,0.0
IMN,2007,0.0
IMN,2008,0.0
IMN,2009,0.0
IMN,2010,0.0
IMN,2011,0.0
IMN,2012,0.0
IMN,2013,0.0
IMN,2014,0.0
IMN,2015,0.0
IMN,2016,0.0
IMN,2017,0.0
IMN,2018,0.0
IMN,2019,0.0
IRL,2000,0.0
IRL,2001,0.0
IRL,2002,0.0
IRL,2003,0.0
IRL,2004,0.0
IRL,2005,0.0
IRL,2006,0.0
IRL,2007,0.0
IRL,2008,0.0
IRL,2009,0.0
IRL,2010,0.0
IRL,2011,0.0
IRL,2012,0.0
IRL,2013,0.0
IRL,2014,0.0
IRL,2015,0.0
IRL,2016,0.0
IRL,2017,0.0
IRL,2018,0.0
IRL,2019,0.0
IRN,2000,628.1
IRN,2001,628.1
IRN,2002,628.1
IRN,2003,628.1
IRN,2004,628.1
IRN,2005,628.1
IRN,2006,628.1
IRN,2007,628.1
IRN,2008,628.1
IRN,2009,628.1
IRN,2010,628.1
IRN,2011,628.1
IRN,2012,628.1
IRN,2013,628.1
IRN,2014,628.1
IRN,2015,628.1
IRN,2016,628.1
IRN,2017,628.1
IRN,2018,628.1
IRN,2019,628.1
IRQ,2000,47.97
IRQ,2001,47.97
IRQ,2002,47.97
IRQ,2003,47.97
IRQ,2004,47.97
IRQ,2005,47.97
IRQ,2006,47.97
IRQ,2007,47.97
IRQ,2008,47.97
IRQ,2009,47.97
IRQ,2010,47.97
IRQ,2011,47.97
IRQ,2012,47.97
IRQ,2013,47.97
IRQ,2014,47.97
IRQ,2015,47.97
IRQ,2016,47.97
IRQ,2017,47.97
IRQ,2018,47.97
IRQ,2019,47.97
ISL,2000,0.0
ISL,2001,0.0
ISL,2002,0.0
ISL,2003,0.0
ISL,2004,0.0
ISL,2005,0.0
ISL,2006,0.0
ISL,2007,0.0
ISL,2008,0.0
ISL,2009,0.0
ISL,2010,0.0
ISL,2011,0.0
ISL,2012,0.0
ISL,2013,0.0
ISL,2014,0.0
ISL,2015,0.0
ISL,2016,0.0
ISL,2017,0.0
ISL,2018,0.0
ISL,2019,0.0
ISR,2000,0.0
ISR,2001,0.0
ISR,2002,0.0
ISR,2003,0.0
ISR,2004,0.0
ISR,2005,0.0
ISR,2006,0.0
ISR,2007,0.0
ISR,2008,0.0
ISR,2009,0.0
ISR,2010,0.0
ISR,2011,0.0
ISR,2012,0.0
ISR,2013,0.0
ISR,2014,0.0
ISR,2015,0.0
ISR,2016,0.0
ISR,2017,0.0
ISR,2018,0.0
ISR,2019,0.0
ITA,2000,241.0
ITA,2001,241.0
ITA,2002,241.0
ITA,2003,241.0
ITA,2004,241.0
ITA,2005,241.0
ITA,2006,241.0
ITA,2007,241.0
ITA,2008,241.0
ITA,2009,241.0
ITA,2010,241.0
ITA,2011,241.0
ITA,2012,241.0
ITA,2013,241.0
ITA,2014,241.0
ITA,2015,241.0
ITA,2016,241.0
ITA,2017,241.0
ITA,2018,241.0
ITA,2019,241.0
JAM,2000,0.0
JAM,2001,0.0
JAM,2002,0.0
JAM,2003,0.0
JAM,2004,0.0
JAM,2005,0.0
JAM,2006,0.0
JAM,2007,0.0
JAM,2008,0.0
JAM,2009,0.0
JAM,2010,0.0
JAM,2011,0.0
JAM,2012,0.0
JAM,2013,0.0
JAM,2014,0.0
JAM,2015,0.0
JAM,2016,0.0
JAM,2017,0.0
JAM,2018,0.0
JAM,2019,0.0
JOR,2000,0.0
JOR,2001,0.0
JOR,2002,0.0
JOR,2003,0.0
JOR,2004,0.0
JOR,2005,0.0
JOR,2006,0.0
JOR,2007,0.0
JOR,2008,0.0
JOR,2009,0.0
JOR,2010,0.0
JOR,2011,0.0
JOR,2012,0.0
JOR,2013,0.0
JOR,2014,0.0
JOR,2015,0.0
JOR,2016,0.0
JOR,2017,0.0
JOR,2018,0.0
JOR,2019,0.0
JPN,2000,1691.0
JPN,2001,1691.0
JPN,2002,1691.0
JPN,2003,1691.0
JPN,2004,1691.0
JPN,2005,1691.0
JPN,2006,1691.0
JPN,2007,1691.0
JPN,2008,1691.0
JPN,2009,1691.0
JPN,2010,1691.0
JPN,2011,1691.0
JPN,2012,1691.0
JPN,2013,1691.0
JPN,2014,1691.0
JPN,2015,1691.0
JPN,2016,1691.0
JPN,2017,1691.0
JPN,2018,1691.0
JPN,2019,1691.0
KAZ,2000,94.0
KAZ,2001,94.0
KAZ,2002,94.0
KAZ,2003,94.0
KAZ,2004,94.0
KAZ,2005,94.0
KAZ,2006,94.0
KAZ,2007,94.0
KAZ,2008,94.0
KAZ,2009,94.0
KAZ,2010,94.0
KAZ,2011,94.0
KAZ,2012,94.0
KAZ,2013,94.0
KAZ,2014,94.0
KAZ,2015,94.0
KAZ,2016,94.0
KAZ,2017,94.0
KAZ,2018,94.0
KAZ,2019,94.0
KEN,2000,13.23
KEN,2001,13.23
KEN,2002,13.23
KEN,2003,18.0
KEN,2004,18.0
KEN,2005,18.0
KEN,2006,18.0
KEN,2007,18.0
KEN,2008,18.0
KEN,2009,18.0
KEN,2010,25.0
KEN,2011,25.0
KEN,2012,25.0
KEN,2013,25.0
KEN,2014,25.0
KEN,2015,25.0
KEN,2016,25.0
KEN,2017,25.0
KEN,2018,25.0
KEN,2019,25.0
KGZ,2000,5.0
KGZ,2001,5.0
KGZ,2002,5.0
KGZ,2003,5.0
KGZ,2004,5.0
KGZ,2005,5.0
KGZ,2006,5.0
KGZ,2007,5.0
KGZ,2008,5.0
KGZ,2009,5.0
KGZ,2010,5.0
KGZ,2011,5.0
KGZ,2012,5.0
KGZ,2013,5.0
KGZ,2014,5.0
KGZ,2015,5.0
KGZ,2016,5.0
KGZ,2017,5.0
KGZ,2018,5.0
KGZ,2019,5.0
KHM,2000,373.3
KHM,2001,373.3
KHM,2002,373.3
KHM,2003,373.3
KHM,2004,373.3
KHM,2005,373.3
KHM,2006,373.3
KHM,2007,373.3
KHM,2008,373.3
KHM,2009,373.3
KHM,2010,373.3
KHM,2011,373.3
KHM,2012,373.3
KHM,2013,373.3
KHM,2014,373.3
KHM,2015,373.3
KHM,2016,373.3
KHM,2017,373.3
KHM,2018,373.3
KHM,2019,373.3
KIR,2000,0.0
KIR,2001,0.0
KIR,2002,0.0
KIR,2003,0.0
KIR,2004,0.0
KIR,2005,0.0
KIR,2006,0.0
KIR,2007,0.0
KIR,2008,0.0
KIR,2009,0.0
KIR,2010,0.0
KIR,2011,0.0
KIR,2012,0.0
KIR,2013,0.0
KIR,2014,0.0
KIR,2015,0.0
KIR,2016,0.0
KIR,2017,0.0
KIR,2018,0.0
KIR,2019,0.0
KNA,2000,0.0
KNA,2001,0.0
KNA,2002,0.0
KNA,2003,0.0
KNA,2004,0.0
KNA,2005,0.0
KNA,2006,0.0
KNA,2007,0.0
KNA,2008,0.0
KNA,2009,0.0
KNA,2010,0.0
KNA,2011,0.0
KNA,2012,0.0
KNA,2013,0.0
KNA,2014,0.0
KNA,2015,0.0
KNA,2016,0.0
KNA,2017,0.0
KNA,2018,0.0
KNA,2019,0.0
KOR,2000,962.0
KOR,2001,962.0
KOR,2002,962.0
KOR,2003,962.0
KOR,2004,962.0
KOR,2005,962.0
KOR,2006,962.0
KOR,2007,962.0
KOR,2008,962.0
KOR,2009,962.0
KOR,2010,962.0
KOR,2011,962.0
KOR,2012,962.0
KOR,2013,962.0
KOR,2014,962.0
KOR,2015,962.0
KOR,2016,962.0
KOR,2017,962.0
KOR,2018,962.0
KOR,2019,962.0
KWT,2000,0.0
KWT,2001,0.0
KWT,2002,0.0
KWT,2003,0.0
KWT,2004,0.0
KWT,2005,0.0
KWT,2006,0.0
KWT,2007,0.0
KWT,2008,0.0
KWT,2009,0.0
KWT,2010,0.0
KWT,2011,0.0
KWT,2012,0.0
KWT,2013,0.0
KWT,2014,0.0
KWT,2015,0.0
KWT,2016,0.0
KWT,2017,0.0
KWT,2018,0.0
KWT,2019,0.0
LAO,2000,310.7
LAO,2001,310.7
LAO,2002,310.7
LAO,2003,310.7
LAO,2004,310.7
LAO,2005,310.7
LAO,2006,310.7
LAO,2007,310.7
LAO,2008,310.7
LAO,2009,310.7
LAO,2010,310.7
LAO,2011,310.7
LAO,2012,310.7
LAO,2013,310.7
LAO,2014,310.7
LAO,2015,310.7
LAO,2016,310.7
LAO,2017,310.7
LAO,2018,310.7
LAO,2019,310.7
LBN,2000,0.0
LBN,2001,0.0
LBN,2002,0.0
LBN,2003,0.0
LBN,2004,0.0
LBN,2005,0.0
LBN,2006,0.0
LBN,2007,0.0
LBN,2008,0.0
LBN,2009,0.0
LBN,2010,0.0
LBN,2011,0.0
LBN,2012,0.0
LBN,2013,0.0
LBN,2014,0.0
LBN,2015,0.0
LBN,2016,0.0
LBN,2017,0.0
LBN,2018,0.0
LBN,2019,0.0
LBR,2000,0.0
LBR,2001,0.0
LBR,2002,0.0
LBR,2003,0.0
LBR,2004,0.0
LBR,2005,0.0
LBR,2006,0.0
LBR,2007,0.0
LBR,2008,0.0
LBR,2009,0.0
LBR,2010,0.0
LBR,2011,0.0
LBR,2012,0.0
LBR,2013,0.0
LBR,2014,0.0
LBR,2015,0.0
LBR,2016,0.0
LBR,2017,0.0
LBR,2018,0.0
LBR,2019,0.0
LBY,2000,0.0
LBY,2001,0.0
LBY,2002,0.0
LBY,2003,0.0
LBY,2004,0.0
LBY,2005,0.0
LBY,2006,0.0
LBY,2007,0.0
LBY,2008,0.0
LBY,2009,0.0
LBY,2010,0.0
LBY,2011,0.0
LBY,2012,0.0
LBY,2013,0.0
LBY,2014,0.0
LBY,2015,0.0
LBY,2016,0.0
LBY,2017,0.0
LBY,2018,0.0
LBY,2019,0.0
LCA,2000,0.0
LCA,2001,0.0
LCA,2002,0.0
LCA,2003,0.0
LCA,2004,0.0
LCA,2005,0.0
LCA,2006,0.0
LCA,2007,0.0
LCA,2008,0.0
LCA,2009,0.0
LCA,2010,0.0
LCA,2011,0.0
LCA,2012,0.0
LCA,2013,0.0
LCA,2014,0.0
LCA,2015,0.0
LCA,2016,0.0
LCA,2017,0.0
LCA,2018,0.0
LCA,2019,0.0
LIE,2000,0.0
LIE,2001,0.0
LIE,2002,0.0
LIE,2003,0.0
LIE,2004,0.0
LIE,2005,0.0
LIE,2006,0.0
LIE,2007,0.0
LIE,2008,0.0
LIE,2009,0.0
LIE,2010,0.0
LIE,2011,0.0
LIE,2012,0.0
LIE,2013,0.0
LIE,2014,0.0
LIE,2015,0.0
LIE,2016,0.0
LIE,2017,0.0
LIE,2018,0.0
LIE,2019,0.0
LKA,2000,699.9
LKA,2001,699.9
LKA,2002,699.9
LKA,2003,699.9
LKA,2004,699.9
LKA,2005,699.9
LKA,2006,699.9
LKA,2007,699.9
LKA,2008,699.9
LKA,2009,699.9
LKA,2010,699.9
LKA,2011,699.9
LKA,2012,699.9
LKA,2013,699.9
LKA,2014,699.9
LKA,2015,699.9
LKA,2016,699.9
LKA,2017,699.9
LKA,2018,699.9
LKA,2019,699.9
LSO,2000,0.0
LSO,2001,0.0
LSO,2002,0.0
LSO,2003,0.0
LSO,2004,0.0
LSO,2005,0.0
LSO,2006,0.0
LSO,2007,0.0
LSO,2008,0.0
LSO,2009,0.0
LSO,2010,0.0
LSO,2011,0.0
LSO,2012,0.0
LSO,2013,0.0
LSO,2014,0.0
LSO,2015,0.0
LSO,2016,0.0
LSO,2017,0.0
LSO,2018,0.0
LSO,2019,0.0
LTU,2000,0.0
LTU,2001,0.0
LTU,2002,0.0
LTU,2003,0.0
LTU,2004,0.0
LTU,2005,0.0
LTU,2006,0.0
LTU,2007,0.0
LTU,2008,0.0
LTU,2009,0.0
LTU,2010,0.0
LTU,2011,0.0
LTU,2012,0.0
LTU,2013,0.0
LTU,2014,0.0
LTU,2015,0.0
LTU,2016,0.0
LTU,2017,0.0
LTU,2018,0.0
LTU,2019,0.0
LUX,2000,0.0
LUX,2001,0.0
LUX,2002,0.0
LUX,2003,0.0
LUX,2004,0.0
LUX,2005,0.0
LUX,2006,0.0
LUX,2007,0.0
LUX,2008,0.0
LUX,2009,0.0
LUX,2010,0.0
LUX,2011,0.0
LUX,2012,0.0
LUX,2013,0.0
LUX,2014,0.0
LUX,2015,0.0
LUX,2016,0.0
LUX,2017,0.0
LUX,2018,0.0
LUX,2019,0.0
LVA,2000,0.0
LVA,2001,0.0
LVA,2002,0.0
LVA,2003,0.0
LVA,2004,0.0
LVA,2005,0.0
LVA,2006,0.0
LVA,2007,0.0
LVA,2008,0.0
LVA,2009,0.0
LVA,2010,0.0
LVA,2011,0.0
LVA,2012,0.0
LVA,2013,0.0
LVA,2014,0.0
LVA,2015,0.0
LVA,2016,0.0
LVA,2017,0.0
LVA,2018,0.0
LVA,2019,0.0
MAC,2000,0.0
MAC,2001,0.0
MAC,2002,0.0
MAC,2003,0.0
MAC,2004,0.0
MAC,2005,0.0
MAC,2006,0.0
MAC,2007,0.0
MAC,2008,0.0
MAC,2009,0.0
MAC,2010,0.0
MAC,2011,0.0
MAC,2012,0.0
MAC,2013,0.0
MAC,2014,0.0
MAC,2015,0.0
MAC,2016,0.0
MAC,2017,0.0
MAC,2018,0.0
MAC,2019,0.0
MAR,2000,8.2
MAR,2001,8.2
MAR,2002,8.2
MAR,2003,8.2
MAR,2004,7.8
MAR,2005,7.8
MAR,2006,7.8
MAR,2007,7.8
MAR,2008,7.8
MAR,2009,7.8
MAR,2010,7.8
MAR,2011,20.0
MAR,2012,20.0
MAR,2013,20.0
MAR,2014,20.0
MAR,2015,20.0
MAR,2016,20.0
MAR,2017,20.0
MAR,2018,20.0
MAR,2019,20.0
MCO,2000,0.0
MCO,2001,0.0
MCO,2002,0.0
MCO,2003,0.0
MCO,2004,0.0
MCO,2005,0.0
MCO,2006,0.0
MCO,2007,0.0
MCO,2008,0.0
MCO,2009,0.0
MCO,2010,0.0
MCO,2011,0.0
MCO,2012,0.0
MCO,2013,0.0
MCO,2014,0.0
MCO,2015,0.0
MCO,2016,0.0
MCO,2017,0.0
MCO,2018,0.0
MCO,2019,0.0
MDA,2000,0.0
MDA,2001,0.0
MDA,2002,0.0
MDA,2003,0.0
MDA,2004,0.0
MDA,2005,0.0
MDA,2006,0.0
MDA,2007,0.0
MDA,2008,0.0
MDA,2009,0.0
MDA,2010,0.0
MDA,2011,0.0
MDA,2012,0.0
MDA,2013,0.0
MDA,2014,0.0
MDA,2015,0.0
MDA,2016,0.0
MDA,2017,0.0
MDA,2018,0.0
MDA,2019,0.0
MDG,2000,807.7
MDG,2001,807.7
MDG,2002,807.7
MDG,2003,807.7
MDG,2004,807.7
MDG,2005,807.7
MDG,2006,807.7
MDG,2007,807.7
MDG,2008,1044.0
MDG,2009,1044.0
MDG,2010,1044.0
MDG,2011,1044.0
MDG,2012,1044.0
MDG,2013,1044.0
MDG,2014,1044.0
MDG,2015,1044.0
MDG,2016,1044.0
MDG,2017,1044.0
MDG,2018,1044.0
MDG,2019,1044.0
MDV,2000,0.0
MDV,2001,0.0
MDV,2002,0.0
MDV,2003,0.0
MDV,2004,0.0
MDV,2005,0.0
MDV,2006,0.0
MDV,2007,0.0
MDV,2008,0.0
MDV,2009,0.0
MDV,2010,0.0
MDV,2011,0.0
MDV,2012,0.0
MDV,2013,0.0
MDV,2014,0.0
MDV,2015,0.0
MDV,2016,0.0
MDV,2017,0.0
MDV,2018,0.0
MDV,2019,0.0
MEX,2000,66.0
MEX,2001,66.0
MEX,2002,66.0
MEX,2003,66.0
MEX,2004,66.0
MEX,2005,66.0
MEX,2006,66.0
MEX,2007,66.0
MEX,2008,66.0
MEX,2009,66.0
MEX,2010,66.0
MEX,2011,66.0
MEX,2012,66.0
MEX,2013,66.0
MEX,2014,66.0
MEX,2015,66.0
MEX,2016,66.0
MEX,2017,66.0
MEX,2018,66.0
MEX,2019,66.0
MHL,2000,0.0
MHL,2001,0.0
MHL,2002,0.0
MHL,2003,0.0
MHL,2004,0.0
MHL,2005,0.0
MHL,2006,0.0
MHL,2007,0.0
MHL,2008,0.0
MHL,2009,0.0
MHL,2010,0.0
MHL,2011,0.0
MHL,2012,0.0
MHL,2013,0.0
MHL,2014,0.0
MHL,2015,0.0
MHL,2016,0.0
MHL,2017,0.0
MHL,2018,0.0
MHL,2019,0.0
MKD,2000,0.0
MKD,2001,0.0
MKD,2002,0.0
MKD,2003,0.0
MKD,2004,0.0
MKD,2005,0.0
MKD,2006,0.0
MKD,2007,0.0
MKD,2008,0.0
MKD,2009,0.0
MKD,2010,0.0
MKD,2011,0.0
MKD,2012,0.0
MKD,2013,0.0
MKD,2014,0.0
MKD,2015,0.0
MKD,2016,0.0
MKD,2017,0.0
MKD,2018,0.0
MKD,2019,0.0
MLI,2000,144.5
MLI,2001,144.5
MLI,2002,144.5
MLI,2003,144.5
MLI,2004,144.5
MLI,2005,144.5
MLI,2006,144.5
MLI,2007,144.5
MLI,2008,144.5
MLI,2009,144.5
MLI,2010,144.5
MLI,2011,105.3
MLI,2012,105.3
MLI,2013,105.3
MLI,2014,105.3
MLI,2015,105.3
MLI,2016,105.3
MLI,2017,105.3
MLI,2018,105.3
MLI,2019,105.3
MLT,2000,0.0
MLT,2001,0.0
MLT,2002,0.0
MLT,2003,0.0
MLT,2004,0.0
MLT,2005,0.0
MLT,2006,0.0
MLT,2007,0.0
MLT,2008,0.0
MLT,2009,0.0
MLT,2010,0.0
MLT,2011,0.0
MLT,2012,0.0
MLT,2013,0.0
MLT,2014,0.0
MLT,2015,0.0
MLT,2016,0.0
MLT,2017,0.0
MLT,2018,0.0
MLT,2019,0.0
MMR,2000,1918.0
MMR,2001,1918.0
MMR,2002,1918.0
MMR,2003,1918.0
MMR,2004,1918.0
MMR,2005,1918.0
MMR,2006,1918.0
MMR,2007,1918.0
MMR,2008,1918.0
MMR,2009,1918.0
MMR,2010,1918.0
MMR,2011,1918.0
MMR,2012,1918.0
MMR,2013,1918.0
MMR,2014,1918.0
MMR,2015,1918.0
MMR,2016,1918.0
